Node,Rank,PageRank,num_followers,verified_followers,following,total_tweets,total_retweets,total_commenters,total_reposters
Isabella_Crypt0,2655,2.029742856747349e-06,80600,19,19,5,0,45,0
FluxDeFi,2658,1.937371230310228e-06,49100,20,1,5,1,1,0
Bitcoin__whale,2659,1.937371230310228e-06,40300,11,1,5,1,117,4
FewandFarNFT,2660,1.937371230310228e-06,16200,20,1,4,1,4,0
bitcoin_experts,2662,1.929381208255893e-06,6340,20,1,5,0,1,0
BLS_World,2664,1.872898578114492e-06,220,18,4,5,0,0,0
okcontract,2668,1.8325304338339789e-06,4238,18,5,5,0,29,0
Memento_Bc,2669,1.7925427582448087e-06,1363,20,10,5,0,7,0
SwissBitcoinPay,2670,1.7830937340312937e-06,3474,20,1,5,0,13,0
paragonlayer,2676,1.6896942681163693e-06,10400,20,11,5,2,44,78
composprotocol,2677,1.6761835508476178e-06,5859,20,4,4,0,19,0
Blockchain2050,2678,1.664887882766287e-06,7103,19,19,5,0,0,0
cryptocomcs,2679,1.6643435945863614e-06,90500,19,7,2,0,34,0
RunesX_Bitcoin,2690,1.5539797459434206e-06,16000,20,4,5,0,51,0
iCryptoBudha,2691,1.549741239723562e-06,373600,20,3,5,0,56,0
CryptoGiggle,2692,1.540766166446624e-06,96500,20,10,5,0,47,0
ez_blockchain,2694,1.508103017560905e-06,1051,20,1,5,0,1,0
cryptoquant_com,2696,1.4257599210476824e-06,245500,20,19,5,0,37,0
BitcoinMerges,2698,1.404704112436473e-06,9496,20,3,5,0,0,0
BoldBitcoin,2699,1.4015365461510474e-06,16600,17,3,5,0,96,0
AuraConsortium,2700,1.335307270133697e-06,1681,20,3,5,1,3,1
BitcoinDataBot,2702,1.334445796019242e-06,4022,20,1,4,0,6,0
BrixchainOFC,2703,1.334445796019242e-06,156,17,1,5,0,110,0
VulcanChain,2705,1.334445796019242e-06,12200,20,1,5,0,81,0
BitcoinNews2905,2706,1.334445796019242e-06,3986,20,1,5,0,34,0
tbdbitcoin,2708,1.334445796019242e-06,1461,20,1,5,0,0,0
MathVerseNFT,2710,1.334445796019242e-06,402900,19,1,5,0,52,0
SocialHypeIO,2711,1.334445796019242e-06,594,19,1,5,0,7,0
ParadoxoNFT,2712,1.334445796019242e-06,1029,20,1,5,0,5,0
MetamonGame,2719,1.334445796019242e-06,7543,20,1,5,0,72,0
palausummit,2723,1.334445796019242e-06,1187,20,1,5,0,1,0
blockchainih,2726,8.693553121811544e-07,706,18,14,5,0,34,0
Crypto_Fanpage,2728,8.693553121811544e-07,55600,20,2,1,0,28,0
web3_graph,2729,8.693553121811544e-07,4012,20,1,4,0,0,0
VrcCoin,2732,8.693553121811544e-07,23400,18,3,5,0,6,0
thegbfofficial,2733,8.693553121811544e-07,989,20,8,5,0,0,0
GameStopNFT,2737,8.693553121811544e-07,114100,20,2,5,0,122,0
whale_alerting,2738,8.693553121811544e-07,2778,20,1,5,0,0,0
Dot_Blockchain,2739,8.693553121811544e-07,63000,20,2,5,0,174,0
Hyundai_NFT,2741,8.693553121811544e-07,56900,20,2,5,0,5,0
btc_quotes,2742,8.693553121811544e-07,8984,20,1,5,0,0,0
BitcoinShroomie,2747,8.693553121811544e-07,297,20,1,5,0,24,0
web3_watchdog,2748,8.693553121811544e-07,7159,20,1,5,0,1,0
